Protein1,Protein2
10491,56904
23450,6132
10987,150678
51116,9775
5499,90673
5903,6194
118924,1936
6632,79622
23237,7337
23468,90589
3667,488
9040,7336
10482,8498
5350,84283
2064,85440
5597,1736
6156,7532
83987,847
7311,7419
9662,10807
125950,88
51068,51602
71,1488
79991,9958
10482,5607
5127,10513
25894,55209
1432,55227
6431,6625
9513,22934
1994,10269
8440,51307
7415,28969
30011,30011
8880,11338
1659,22880
154796,154796
58490,5432
7704,2908
51300,55863
55614,8411
10075,4595
3326,8667
10464,24144
55630,56895
6258,5465
6794,3987
5686,5824
6871,84726
525,967
29916,5371
64837,4735
5876,5567
128710,6184
4728,4731
8290,4691
3713,6667
51259,7922
9777,93349
51035,80124
6146,9349
79159,117246
6431,9984
6790,84337
5071,4287
84688,284001
116254,57613
23291,5966
409,55505
3507,4292
3725,8239
6622,29115
7415,55275
5869,7385
4706,5702
5500,57175
5631,9397
10657,1742
4869,8436
4188,54906
84300,1048
53615,86
10285,9128
5626,54556
10726,84944
3791,25759
284273,8659
23517,27336
5204,26206
6602,29117
196541,151194
22919,7013
10482,3184
8985,22913
197257,6156
121441,10667
51586,9898
1408,10075
55832,1917
26993,4087
5591,162
10844,6181
137868,515
6647,6647
440738,6789
158521,10153
10902,60
10714,5425
8689,170954
10419,10130
7157,286514
25777,9140
1655,1974
975,8880
23433,2889
4343,10208
3791,52
11198,9688
10944,29896
145226,10422
5686,51021
1861,9917
55135,9025
4848,4849
222,51733
2052,3169
10262,51755
7415,83667
3294,7363
3932,9672
7529,22864
8667,1459
23557,10615
388698,9349
337867,5591
23517,1655
7257,57326
7323,7844
996,4085
1994,140739
80179,6709
1173,92017
84988,22827
1856,92610
389421,85364
9731,79959
55283,57192
3192,29896
5245,2099
51619,9604
4507,55831
23371,84616
23456,28956
5819,6477
28956,3916
26523,9782
54881,63976
1395,1395
7253,7253
7323,51255
1432,3726
7347,81570
1660,55131
6493,5071
29110,55561
29916,83931
5534,56344
7570,29896
6385,6386
4802,4869
57159,84708
5307,9670
11066,6634
5201,1113
6138,6158
3024,79159
655,658
836,9131
1022,3024
162427,64132
5427,22919
8439,10575
51473,60491
23410,2309
23339,24144
10413,11228
25873,3692
8089,5201
90507,84726
2625,5915
55135,10576
5935,6182
2099,10499
80345,54977
1196,10179
170506,8880
1938,5936
56895,56947
6628,9092
8411,10188
9759,9611
3185,3608
4809,56146
11196,7170
2099,5440
2130,5436
2130,6647
64105,9785
2664,6449
57646,55294
90678,7337
121441,7019
79650,55837
27076,22868
1017,6156
83987,10594
7531,55167
8703,374882
10844,7314
80347,79180
10075,1642
5575,157922
5567,572
170506,26354
7697,51224
6667,405
64927,125115
2801,132158
3550,7737
1994,28962
55968,6451
5985,84060
9191,9191
2059,3183
51259,54901
5701,81027
27042,7024
10513,257144
10856,11218
3551,9672
55161,6748
10482,114789
5245,84844
1562,1559
1869,51035
1432,83987
3364,7534
23158,6741
9972,5905
54033,23548
1314,11218
10733,84445
23371,58500
132320,22994
57646,57646
10482,1892
7584,84445
54507,56923
11047,3306
5500,6790
2099,9667
1244,51651
4343,5119
5567,865
1173,5575
1039,153527
55755,29922
80755,23176
9615,9368
10987,6122
4343,2110
1459,57018
9240,57805
88,27295
10856,1314
3178,6629
88,7135
2624,54507
57187,6431
4343,158135
1859,83987
4809,7175
4848,10399
3735,10527
3178,54843
267,5683
11168,3054
2099,10514
10482,10919
2617,3035
375791,653240
6146,6386
10522,79959
10482,29896
83548,11190
2099,3692
6657,65123
1327,4724
2108,51727
22907,30968
1819,54926
3842,3932
26058,9470
6733,51585
4478,231
54472,1477
1994,9148
4150,9463
1748,5245
668,8449
6198,84687
49856,152185
910,80023
64965,79590
51324,84688
4055,329
5710,11065
3798,89953
5567,6714
4627,3956
10667,11043
3998,7415
10569,4809
5430,86
409,4869
5451,7296
1024,10419
10451,54764
23294,161742
51032,29960
6854,7531
2060,1399
10643,22907
10891,9968
79022,112616
5733,51194
23411,2194
6338,9101
6134,4839
637,356
3932,89790
3725,3376
5599,10957
10575,7203
1495,7259
10482,1468
23107,64981
10482,6601
153443,1662
5626,7341
11344,396
11043,56204
8394,90933
58190,10217
4731,7385
166,27309
55294,5728
2874,130074
51015,57658
51619,6047
8266,3306
94104,9775
10643,6184
84365,64282
2108,2879
1314,25885
55611,9416
51428,8559
23326,8349
51253,55168
26146,10131
10661,7314
11052,22827
5119,80028
659,657
3164,6258
54165,6194
1027,10762
526,3069
6623,8880
3320,23517
4300,22936
55790,10564
6045,8662
8661,8664
9733,10713
5595,51222
23392,3337
79711,9391
10809,55170
4350,1474
64127,121260
10856,79084
25793,23411
9924,6158
5506,81572
1017,8565
10987,3725
2,54850
7629,54906
5691,5987
51340,9416
80022,163071
22820,7189
5300,116115
10946,9785
8664,23243
24144,220965
54476,11065
10426,51649
3983,60
10467,375791
8187,9589
84132,64949
10953,6897
5029,6714
3192,57602
6310,8861
6117,7515
7329,5987
6880,55250
4738,8349
108,50940
5698,1158
6208,8342
1642,7532
3835,10390
7321,27434
29105,57461
2043,2260
10787,3312
1738,4704
10399,5894
4116,10927
84656,126382
5076,26035
9293,10682
79709,8985
23291,9530
975,1655
9513,4830
51548,9810
23291,7534
23632,23279
6636,23658
23512,23020
54033,10992
1802,10188
3421,48
201305,23155
367,55629
197257,22907
55040,8658
10844,2010
3661,207
23788,4715
4343,2747
256281,256281
26003,23423
60491,6455
79959,3187
24144,137209
356,51429
7529,26031
2321,5781
8548,55633
23199,7764
64805,51295
1399,5781
2874,342574
22909,7531
10919,84814
27076,55568
23481,11103
5130,55233
10399,23609
4292,23770
79577,10564
56257,6629
30000,29974
23368,26524
2138,51343
7323,64777
10425,3566
55252,221656
2618,125950
10286,80145
5347,10567
10482,54187
8379,9025
2,3565
2670,4087
11326,293
5499,7448
200933,1499
8453,1994
6780,55922
3178,6138
10668,23240
8563,2962
55294,9412
8939,22827
79036,138065
55832,9119
1080,7415
1915,51021
2304,10481
64425,8667
8674,10228
126119,3043
54534,29074
10201,55907
3094,6667
10633,5910
254187,79699
3838,5562
7157,3185
139628,8089
375,27236
25842,6301
4343,9467
164684,79913
1642,10482
11201,6233
5733,8890
708,81027
7874,55743
4632,4735
9119,64147
81847,81847
6605,375791
6294,84675
6449,51083
58525,124359
116092,84305
9968,23020
84231,84231
5435,64425
10214,84656
54915,80778
818,2904
875,30001
9810,9810
2624,3567
10025,6837
10482,10280
9456,6262
8346,8915
6160,81027
10514,22907
2801,388695
114,5145
6208,4724
10746,10746
120892,1978
84866,79600
51619,64777
5245,6132
201266,219738
51602,9129
3183,5469
55832,6605
10573,28998
10884,25852
5092,64895
3654,10574
8440,9815
10524,8290
84676,7135
94234,55746
3566,3635
1994,7022
8451,6146
6194,7307
6749,7812
4113,25828
4796,11198
22913,27339
55660,9589
6603,605
23268,644150
10992,1314
8092,129831
23061,83746
6919,55832
4116,6625
10489,83896
57175,57175
1642,57175
51258,64981
5705,81027
56655,56655
11315,132660
84675,55827
4116,6134
166,9533
5071,28957
2355,64745
84687,58
7341,51567
4110,84105
6045,4839
6310,8536
3092,9802
80347,6274
3725,51360
51324,200734
54205,51022
5686,118460
4722,79133
400798,55066
9098,83452
8649,22827
7013,11140
51741,6634
11190,154796
1164,7448
5019,26092
11012,7277
10550,8239
23405,291
10594,6635
8266,8570
55131,6217
3608,8270
51377,5987
11180,7531
54443,6919
10482,7629
3184,7132
8703,506
23522,26658
5704,11047
6871,3309
1406,252969
4087,10238
2169,10551
5499,10413
8189,9343
6045,54915
1196,126070
54534,28998
116540,79590
4627,115548
23560,4839
56254,55167
10193,54922
55810,79832
3838,51043
8565,8260
10075,57092
7818,1130
6045,10890
83987,142
51764,79441
3739,23411
4869,22820
6603,86
6635,6632
9775,115265
22827,8559
1017,84152
2098,2821
25942,4824
8440,30837
9924,23012
9266,409
92342,3308
11218,6629
2280,2288
10399,2057
5071,4741
1717,79711
10142,30012
11339,125115
5626,84285
9441,51586
6598,57492
55250,23607
5713,5708
9825,10471
55048,93487
64847,178
11043,153222
55660,4841
1017,2625
140739,8890
5594,8870
10482,25912
7518,55142
3396,84464
7329,333926
5925,1874
1655,8148
5245,60
93185,6228
5828,11161
3065,3312
8621,27143
23291,285367
7518,5591
7534,790
9439,3032
3065,2098
25895,22948
83897,353132
9530,79868
116540,60490
11331,6138
54606,65993
55660,10564
6517,2597
10036,8352
5499,440275
11033,5290
60598,7531
3219,7024
55658,8887
23450,10286
8518,54859
5563,222546
3015,51095
5966,23371
54414,54972
1263,5893
1017,6829
3320,9810
23632,22796
213,91807
5933,1028
64841,554235
6714,998
9463,9618
3024,80349
27252,114885
5609,11180
9240,57104
8766,6396
7014,4691
1551,7391
2904,1740
3320,6714
7150,23450
51649,64949
80145,79882
6194,9733
10399,6194
26009,220108
4255,983
23385,5663
4345,3364
23385,56146
9218,2720
4712,4720
5478,5478
81605,8473
6780,3646
3320,10336
1748,26354
54461,6285
2130,22826
10856,9759
3192,54552
83942,22994
3308,5071
5597,8417
51004,51805
8089,79165
5607,572
222,92483
140801,25873
3846,4223
2521,908
4869,1938
1071,5568
55668,116115
1173,3312
1915,3735
22919,23332
8896,9785
2064,3376
23512,23512
6605,6601
3192,9416
79711,51504
55832,2597
9519,6878
1499,27101
3932,5595
8563,9136
23476,23168
80764,541468
27252,54468
3692,3092
51259,10328
2060,3848
138009,10693
5869,7284
51042,84708
5663,837
1499,2010
4802,6046
23028,367
4110,151112
685,5626
7013,79169
4282,4282
3625,92
7529,8496
54926,7532
3183,23020
23468,79818
9530,79090
3927,58
3309,7266
2671,79666
6629,9984
8631,8453
64432,64981
2064,3842
7260,55181
6285,6286
6605,55274
1050,5925
840,6709
5436,55729
8766,5245
54542,7336
5874,94121
4005,5932
9349,55661
27068,26275
27292,5250
54165,1982
55208,8451
10528,29944
4809,6160
11033,79666
5663,2670
8089,2521
11198,5469
5347,10521
129401,9972
23552,22858
2847,2847
6631,9987
10482,55640
55166,55720
51067,51067
26468,11152
4236,90933
5966,9775
2099,5435
10713,3965
3326,4356
10188,415
9446,29114
8266,6205
816,57715
6888,23760
23770,5691
5595,3725
841,329
3161,11009
92483,3309
51593,5537
116285,34
11116,2873
5683,7337
11346,1211
51619,55611
3184,92483
5062,6714
6520,488
6449,114770
81631,9779
1017,10485
56259,4869
509,6137
199990,337879
3337,10525
4089,5717
8453,23
3178,6217
5515,5531
207,3690
57680,23074
5966,26511
83872,10978
3007,7307
11180,7529
10240,54148
5708,10197
7150,3178
11043,145483
10482,54460
166,126375
7157,5261
1559,2908
163081,171483
8735,3297
25885,6157
23509,28514
9463,201725
3577,9630
5631,221823
10865,220164
2130,7532
23647,27289
10197,23450
213,7775
51573,26330
4162,55729
114548,10294
51619,25898
148223,283152
51213,10284
5499,9625
23291,25885
6878,9343
1654,9716
23168,79054
10521,23759
54843,84708
51127,7334
6045,57592
84197,27069
80184,6742
10014,142
10286,10643
9694,2521
162,7307
8862,85293
1072,6517
10514,79101
10482,55142
27161,3185
3183,10713
79159,79759
29888,2661
25885,3838
23405,8890
10286,11338
5538,7415
10146,23644
23389,9862
3337,6647
51259,9694
84444,3006
5886,5711
4343,84916
5052,5886
2908,9604
148109,56928
11136,478
6304,8850
10919,9439
6001,10284
57159,93643
7415,4791
2773,7253
2100,10025
83987,9631
64837,23759
3191,7702
6257,8405
10482,26168
23144,117246
4691,55299
4599,9852
51548,1108
252884,51282
3309,5296
51741,5436
55626,5693
904,196
5347,3692
26959,26128
10590,8448
1759,8440
5644,7532
2801,57473
5584,846
8878,2521
90273,9950
1994,9898
4223,84705
10421,1659
162461,23399
2,2193
5970,4221
9135,26240
10557,5685
9318,7025
6778,8539
1994,80185
79020,9001
3181,8220
54033,7874
55142,3192
5252,23512
23157,79666
3069,23277
122481,79882
5692,5708
51602,9933
1408,100128927
1660,8449
8863,1408
3985,10294
2099,3726
668,50814
8139,8139
10038,1059
10992,27336
10482,4726
9031,10514
2130,91647
155465,27076
1017,5936
1263,6790
6310,2935
10919,80125
9675,26268
6780,1173
125476,86
27232,79666
1654,23398
2033,80149
55831,51234
4343,51669
23020,23759
23152,7534
10240,9801
10056,84464
4343,51585
3760,3763
29946,55272
64318,6731
3396,54534
11052,51340
6949,7307
5170,5599
10482,5708
23397,10614
1994,5520
6045,6634
1994,9761
55832,6635
9918,142
1892,51
1659,8449
5201,3092
23411,31
8139,10131
4863,8900
197257,9337
84675,78990
169714,6598
222484,29116
11222,64965
81833,57221
6119,6601
5682,114932
10482,64223
7329,9101
4355,8825
10152,65080
26019,10554
1655,8841
9775,9775
8266,3185
3801,55663
5515,80789
80227,5717
26015,6596
4223,80313
1659,23759
55715,167410
30835,30835
1432,9255
1130,7137
51377,80227
1874,25942
9093,27089
3191,10096
4869,10551
6199,5515
10482,10856
27236,84262
8451,3189
10286,6625
5533,10489
55922,5966
4670,6156
10045,7251
54165,56886
5062,28964
5252,26206
1213,60
11283,4047
5830,90507
1994,5430
26092,9131
4343,25828
8566,18
27130,55662
4168,9464
478,523
29116,3949
4141,4791
59271,9517
5204,10130
80764,84450
3608,64978
3251,9474
29896,64969
10159,528
51013,54512
121441,3181
7531,54814
90933,163050
3295,10399
55593,56474
5987,4802
121278,7054
5371,10499
166,56344
8350,84759
54487,8480
10445,147339
5037,25824
1488,117144
9868,54543
22907,6194
3178,51001
975,6228
55677,6829
4343,51727
1399,51322
132660,8360
1039,10573
10643,57461
10399,5925
2798,3725
5500,6709
2908,8991
83667,8878
3015,7430
4695,4720
120892,7534
23524,4000
1856,8078
51690,115265
4168,5962
84461,6117
27230,257019
5207,5207
10528,51491
26354,55646
28976,80724
1647,2512
1021,22794
6117,6117
1017,4137
80013,51530
3002,81850
2099,1984
708,23107
10036,6599
145508,4591
11335,54904
6045,9830
51631,23609
255738,329
1003,2243
10987,10642
6045,51631
10987,6748
79784,55684
6301,133619
4343,1537
79922,79699
5597,9261
23193,2617
4869,10573
9513,9782
57172,8536
5931,8355
2571,5515
415117,6799
2521,79074
4170,8239
983,1164
4830,9533
161,161
3665,3665
8099,54815
4869,6205
7251,9026
54544,653240
10594,56949
9972,9688
7415,7534
7257,138046
57332,120379
3320,6622
6605,9274
10713,124245
9984,84271
207,4137
1660,5869
65265,10992
4670,11338
10075,6124
55422,79797
1459,124245
2661,657
1373,10128
6871,6837
9625,8402
4110,1869
3838,10252
51138,163590
4715,4720
11179,51043
116985,3635
84708,85291
219541,5905
23317,164
3189,3185
6602,55743
10524,25898
9589,137209
3251,84656
689,342538
8676,80125
11218,219541
1676,5198
5595,5868
23524,27339
57122,8086
1874,3399
8543,116461
506,521
29088,64969
6727,7307
6602,9031
64978,65080
11052,9128
4869,84656
1314,57835
7874,9093
3587,3587
7531,10298
7321,6015
1938,7307
6134,9349
4802,23152
5966,51619
8314,1998
7879,9798
6386,11157
55744,388753
5608,6416
6134,64960
81887,9329
128866,114883
1039,84080
23197,10245
9919,84726
6733,29890
25847,8881
5499,5728
23566,23786
5300,1616
6310,3312
7014,10262
6122,7150
4087,10001
51024,7311
1994,150094
6247,6247
9802,116071
10131,440275
4697,4707
1021,51224
23,6157
1994,56993
2762,60491
2997,80125
55090,5432
6453,27131
23054,1050
10362,23450
84988,7296
55070,9978
63894,65082
132320,3105
55771,50809
18,218
1022,3927
10419,6122
8419,93426
267,1571
134285,27069
7329,4000
51593,28964
11218,6635
2100,5705
3692,55661
6647,7332
9984,10142
4691,6205
6146,6181
8451,708
10927,11198
1039,9759
6667,9070
5531,10575
2099,4435
85291,147687
975,8667
1938,6223
4292,10397
5516,51103
2063,2908
369,5955
55832,9409
10514,5250
9675,8725
2217,765
3007,55131
2801,85397
55284,6047
5250,169714
4343,7727
118980,6687
2805,80150
23476,79915
7297,1655
2064,3702
1994,5478
1589,6667
55553,7341
2002,9128
11218,23450
5704,5702
64965,64432
5499,11007
10498,60
283152,283152
4478,10449
55609,64061
1460,5621
55142,10642
80254,202051
117159,55090
1994,154007
5071,24148
10643,80145
10987,23
22820,84464
6400,7132
9759,5515
1809,51733
8451,51185
509,4715
3551,7132
9045,6160
4343,55748
983,8335
29105,8563
5719,7277
6390,6742
10615,10733
10569,9092
254170,708
10482,9567
5878,375
1939,84316
5562,4194
55040,835
5573,6294
10399,22821
207,2670
2,5886
55142,115106
5977,5970
4323,55256
25839,25839
4308,4308
116540,23107
203328,3713
10059,833
3692,5691
9924,9919
1994,25966
3326,2194
10131,22826
4738,5688
9868,7189
66036,9107
1654,3550
10397,1499
5936,79759
231,7189
4343,29928
55689,26009
5683,51377
8543,10152
8697,84460
55327,4355
4843,8140
10813,57418
4683,5591
3725,4312
7297,125115
51592,7334
55142,10128
5432,5432
23291,3189
7158,4926
9416,9343
6146,6156
10097,10163
2965,3227
9938,11196
5966,708
1738,23291
10393,29945
5108,285331
3312,6844
1759,8554
6386,92610
11066,154007
10399,8780
4113,57096
9898,9218
5626,7441
64748,23173
5423,7486
23392,196463
7529,79084
238,5609
9925,51043
6386,51538
10981,5875
23352,8239
51382,79892
23512,57332
10482,5138
55832,170506
5861,826
5717,1915
57096,22994
4343,388272
10586,125115
1994,254428
4869,144108
5204,10152
84277,4701
6416,5594
54039,115265
9342,55763
1058,3015
1017,9847
3185,57461
1499,898
23389,6837
6863,7917
27005,9097
400,23647
5664,23741
8467,9589
10467,10856
51154,84365
91039,10055
9533,60491
283349,80143
8867,1211
51377,5710
7415,57122
2778,5729
25894,256302
6119,3187
9026,26145
11198,6602
10269,1213
6493,405
1994,9315
54474,342574
1746,4487
7157,8883
3164,5933
6790,11140
59307,6184
23235,3308
57532,85291
3358,55327
2801,26009
5139,10277
5698,115265
6137,64965
7415,26000
10643,27336
23499,58
1915,5042
55759,5516
4723,6949
2267,24144
10594,29105
2208,11016
8548,51256
6095,1051
26505,26993
23532,3187
6446,5300
11331,9349
2304,3229
55011,7297
1660,55299
54629,51097
5695,5691
220965,23382
128866,51669
23522,29119
1452,3161
3838,55856
5316,5089
2710,26873
26517,10992
10573,79590
5966,55858
1655,8449
23013,24148
5162,5534
10987,4723
3891,9022
2515,1759
25936,11335
1798,8813
131474,6834
7874,9320
60561,149371
25865,6625
192670,6157
2033,4762
55284,329
1938,4691
81833,5609
9618,284058
9474,25851
3065,5931
7917,831
1994,80011
22920,50488
246175,10036
25855,8405
10201,8802
3178,54148
2801,84294
4799,7322
3725,55294
23020,23398
6280,7307
23151,149371
127281,3265
79038,643008
7150,7307
5626,162239
10739,571
10514,3326
5573,6812
51593,6631
26524,152185
29893,367
10449,7158
130,8639
10576,331
2099,23076
84171,22928
3183,6386
55238,286451
1062,1062
2042,7157
5830,4843
34,7385
6605,6599
79959,7381
4841,54148
55145,3054
27076,23534
60528,23534
18,8659
6045,132299
2962,5987
11319,6286
81833,10948
51741,10713
120892,5071
1017,6709
93426,114932
10014,506
326,8348
128866,9114
84365,55299
9938,91039
115265,135293
10989,3326
5931,8473
10713,7189
2832,283869
10946,51690
6489,221927
5290,5728
3192,51575
526,84936
5567,22919
4713,4728
5165,10576
162,10667
23291,2521
3164,7408
3804,3932
483,7381
7532,29896
4236,125115
79665,51324
1022,6714
5690,5693
26240,29911
3183,54881
6780,9114
55003,6132
2099,26354
1050,10011
8290,5977
79913,688
326,10514
4343,5524
8417,754
127247,11331
54903,790
7058,7058
2827,10329
816,10933
865,1114
23371,140290
1994,5861
9246,1678
7321,331
9261,1655
9646,27125
54828,27043
875,833
10097,5567
22820,23450
975,11052
10285,51340
708,64978
121278,5053
968,27229
5594,5599
5465,7141
27243,8893
58500,58500
5608,124220
6733,9092
10262,10594
409,5524
2000,7314
10464,10933
22907,4691
284086,54901
5970,26993
1373,3308
6636,84708
29894,84656
11026,11024
8675,9342
6631,80145
6602,6599
10921,56949
1399,9665
55644,10055
291,9733
6134,27292
25942,146691
10450,1153
2059,6464
3183,4809
5692,81027
23512,26156
9045,1736
6134,9782
1604,929
10421,51340
51373,84311
3312,10525
3301,7132
4869,84612
4709,4716
6919,84969
2492,7314
114,5139
4713,27089
10286,10521
5568,6262
326,11260
79885,10992
23411,9349
55818,57591
5591,5591
54972,1622
81556,4216
7257,722
55644,163033
84676,4703
10992,11331
102,5774
57159,55611
4091,23327
367,2033
8453,5250
9119,51350
5878,85437
5058,7534
2801,983
10240,51263
7321,10425
150684,4791
3945,5198
10992,7307
9702,54931
11040,26517
8031,8850
64651,147687
25873,6949
10262,51593
4670,6632
10528,55661
6449,57228
219541,9441
23243,9100
56947,56947
7704,11043
7415,637
4091,657
1660,23398
220965,374355
25793,51575
1856,7170
26206,140735
898,3024
60491,51100
54974,84708
1017,4478
2571,2805
23291,80324
5440,5430
7532,23380
10713,54931
